"Race.ID","Chamber","State","Congressional.District","Year","R.D.Victory.Margin","Incumbent.Running.","Geography","District.PVI","Population.Square.Mile","Share.African.American","Share.Asian","Share.College.Educated","Share.Hispanic","Share.Non.Hispanic.White","Unopposed.D.","Unopposed.R.","Vote.Share.of.Last.D.Presidential.Candidate","Vote.Share.of.Last.R.House.Candidate"
"H2014CT03","House","CT",3,2014,-0.3384,"Democrat","Extremely Urban",-11,1519.79,0.146561578,0.044,0.359,0.140930533,0.666897806,0,0,0.633,0.2531
"H2014CT04","House","CT",4,2014,-0.0752,"Democrat","Extremely Urban",-5,1551.49,0.133149341,0.055,0.491,0.185430229,0.631771499,0,0,0.556,0.4004
"H2014CT05","House","CT",5,2014,-0.074,"Democrat","Extremely Urban",-3,572.7,0.078119367,0.038,0.351,0.179258645,0.704386623,0,0,0.5415,0.4869
"H2014DE00","House","DE",0,2014,-0.225,"Democrat","Quite Urban",-8,460.82,0.235517591,0.031794096,0.306,0.088248231,0.639551325,0,0,0.5943,0.3344
"H2014FL01","House","FL",1,2014,0.4679,"Republican","Quite Urban",21,173.38,0.152425826,0.027,0.271,0.061357982,0.73756259,0,0,0.3054,0.696
"H2014FL02","House","FL",2,2014,-0.0113,"Republican","",6,80.84,0.261363387,0.018,0.268,0.056857597,0.652391625,0,0,0.4706,0.527
"H2014FL03","House","FL",3,2014,0.3268,"Republican","",14,95.31,0.14287895,0.035,0.245,0.085978374,0.728659675,0,0,0.3782,0.6473
"H2014FL04","House","FL",4,2014,1,"Republican","Extremely Urban",19,371.19,0.143475741,0.046,0.305,0.082261942,0.719641082,0,1,0.3572,0.7607
"H2014FL05","House","FL",5,2014,-0.3094,"Democrat","Extremely Urban",-21,513.9,0.542525887,0.028,0.161,0.127118528,0.299974773,0,0,0.717,0.2627
"H2014FL06","House","FL",6,2014,0.2508,"Republican","Quite Urban",9,277.77,0.099501401,0.018,0.272,0.075113095,0.799827889,0,0,0.4178,0.5722
"H2014FL07","House","FL",7,2014,0.3146,"Republican","Extremely Urban",4,1355.86,0.109834053,0.047,0.336,0.212126806,0.64073654,0,0,0.4762,0.5871
"H2014FL08","House","FL",8,2014,0.317,"Republican","Extremely Urban",9,397.44,0.113664754,0.022,0.27,0.097799763,0.762857342,0,0,0.4263,0.5888
"H2014FL09","House","FL",9,2014,-0.1086,"Democrat","Extremely Urban",-8,407.82,0.123968244,0.029,0.243,0.467195481,0.373948382,0,0,0.6246,0.3748
"H2014FL10","House","FL",10,2014,0.2309,"Republican","Extremely Urban",6,616.61,0.130747914,0.054,0.291,0.179072216,0.644504408,0,0,0.4612,0.5173
"H2014FL11","House","FL",11,2014,0.3332,"Republican","Quite Urban",11,277.44,0.097902209,0.013,0.189,0.094667383,0.789696574,0,0,0.4061,0.6448
"H2014FL12","House","FL",12,2014,1,"Republican","Extremely Urban",7,787.94,0.06042574,0.027,0.282,0.13034004,0.783804607,0,1,0.4534,0.6348
"H2014FL13","House","FL",13,2014,1,"Republican","Extremely Urban",1,3743.19,0.07407932,0.037,0.287,0.093138739,0.788320406,0,1,0.5076,0.5757
"H2014FL14","House","FL",14,2014,-1,"Democrat","Extremely Urban",-13,2623.76,0.268522084,0.046,0.27,0.286163867,0.415602531,1,0,0.6569,0.2975
"H2014FL15","House","FL",15,2014,0.2056,"Republican","Extremely Urban",6,850.75,0.155017972,0.031,0.262,0.183282465,0.623790067,0,0,0.4611,1
"H2014FL16","House","FL",16,2014,0.2316,"Republican","Extremely Urban",6,795.52,0.07609807,0.022,0.315,0.11806798,0.784984451,0,0,0.4531,0.5361
"H2014FL17","House","FL",17,2014,0.2648,"Republican","Quite Urban",10,109.32,0.103120588,0.014,0.191,0.187897936,0.694453186,0,0,0.4157,0.5863
"H2014FL18","House","FL",18,2014,-0.1956,"Democrat","Extremely Urban",3,460.38,0.139818251,0.023,0.274,0.147250518,0.691511604,0,0,0.4794,0.497
"H2014FL19","House","FL",19,2014,0.3181,"Republican","Extremely Urban",12,928,0.085717127,0.016,0.313,0.183563799,0.721914714,0,0,0.3903,0.6199
"H2014FL20","House","FL",20,2014,-0.632,"Democrat","Extremely Urban",-29,286.87,0.542695045,0.03,0.179,0.209212869,0.242267963,0,0,0.8293,0
"H2014FL21","House","FL",21,2014,-1,"Democrat","Extremely Urban",-10,2668.3,0.142311737,0.027,0.352,0.224069834,0.585347995,1,0,0.609,0
"H2014FL22","House","FL",22,2014,-0.1606,"Democrat","Extremely Urban",-3,4027.91,0.133293882,0.033,0.377,0.214058772,0.621164644,0,0,0.5478,0.4537
"H2014FL23","House","FL",23,2014,-0.2534,"Democrat","Extremely Urban",-9,4117.95,0.125804633,0.042,0.363,0.38614586,0.468882862,0,0,0.6187,0.3562
"H2014FL24","House","FL",24,2014,-0.7602,"Democrat","Extremely Urban",-34,6564.34,0.571451664,0.013,0.202,0.326639771,0.114554063,0,0,0.8785,0
"H2014FL25","House","FL",25,2014,1,"Republican","Extremely Urban",5,215.41,0.081545621,0.011,0.266,0.714322746,0.184880556,0,1,0.4894,0.7565
"H2014FL26","House","FL",26,2014,0.0292,"Democrat","Extremely Urban",1,331.8,0.106221706,0.018,0.263,0.679485559,0.200111434,0,0,0.5337,0.4302
"H2014FL27","House","FL",27,2014,1,"Republican","Extremely Urban",2,3334.35,0.081220821,0.02,0.292,0.757546067,0.164878716,0,1,0.5337,0.6017
"H2014GA01","House","GA",1,2014,0.2182,"Open Seat","Quite Urban",9,86.68,0.313598454,0.02,0.25,0.062147707,0.597614599,0,0,0.4348,0.6298
"H2014GA02","House","GA",2,2014,-0.183,"Democrat","",-6,71.88,0.52614373,0.013,0.175,0.050742198,0.40777522,0,0,0.5895,0.3622
"H2014GA03","House","GA",3,2014,1,"Republican","",19,180.28,0.256145656,0.021,0.245,0.053187173,0.663566774,0,1,0.3337,0.9995
"H2014GA04","House","GA",4,2014,-1,"Democrat","Extremely Urban",-21,1393.43,0.594071329,0.052,0.301,0.094385132,0.253352585,1,0,0.7419,0.2643
"H2014GA05","House","GA",5,2014,-1,"Democrat","Extremely Urban",-32,2612.12,0.593093276,0.042,0.401,0.071205199,0.289130737,1,0,0.8402,0.1561
"H2014GA06","House","GA",6,2014,0.3208,"Republican","Extremely Urban",14,2316.16,0.154525697,0.117,0.58,0.124240257,0.607078081,0,0,0.3815,0.6451
"H2014GA07","House","GA",7,2014,0.3078,"Republican","Extremely Urban",14,1762.5,0.197691321,0.139,0.393,0.187585369,0.483362379,0,0,0.3888,0.6216
"H2014GA08","House","GA",8,2014,1,"Republican","",15,79.43,0.316877544,0.015,0.203,0.059992589,0.606802625,0,1,0.3784,1
"H2014GA09","House","GA",9,2014,0.6134,"Republican","Quite Rural",30,132.8,0.078972287,0.013,0.207,0.123541042,0.779613717,0,0,0.2079,0.7618
"H2014GA10","House","GA",10,2014,0.3304,"Open Seat","",14,97.51,0.267072439,0.021,0.242,0.049020968,0.659170248,0,0,0.3674,0.9981
"H2014GA11","House","GA",11,2014,1,"Open Seat","Extremely Urban",19,645.95,0.176076993,0.035,0.388,0.114856169,0.674816134,0,1,0.3201,0.6855
"H2014GA12","House","GA",12,2014,0.095,"Democrat","",9,84.54,0.36589402,0.018,0.201,0.056763865,0.555378075,0,0,0.4404,0.463
"H2014GA13","House","GA",13,2014,-1,"Democrat","Extremely Urban",-16,967.87,0.580589056,0.026,0.264,0.11151655,0.297494935,1,0,0.6976,0.2826
"H2014GA14","House","GA",14,2014,1,"Republican","",26,190.99,0.100764409,0.011,0.174,0.108633973,0.779125408,0,1,0.2569,0.7297
"H2014HI01","House","HI",1,2014,-0.0381,"Open Seat","Extremely Urban",-18,3252.54,0.039725654,0.562,0.333,0.082037009,0.163733252,0,0,0.7062,0.4444
"H2014HI02","House","HI",2,2014,-0.5782,"Democrat","Quite Urban",-21,109.41,0.032506153,0.362,0.286,0.117132977,0.295972525,0,0,0.7278,0.1856
"H2014IA01","House","IA",1,2014,0.0223,"Open Seat","",-5,63.21,0.044104595,0.018,0.26,0.036512174,0.896304353,0,0,0.5694,0.4157
"H2014IA02","House","IA",2,2014,-0.0502,"Democrat","",-4,62.11,0.049714018,0.025,0.282,0.052434951,0.869014769,0,0,0.5665,0.4248
"H2014IA03","House","IA",3,2014,0.1035,"Open Seat","Quite Urban",0,86.65,0.052397832,0.033,0.322,0.065533593,0.845208144,0,0,0.5213,0.5222
"H2014IA04","House","IA",4,2014,0.229,"Republican","Quite Rural",5,33.47,0.019492451,0.023,0.239,0.06341251,0.890901325,0,0,0.459,0.5294
"H2014ID01","House","ID",1,2014,0.3002,"Republican","Quite Urban",18,19.89,0.008959319,0.015,0.23,0.102718964,0.848395371,0,0,0.3316,0.6296
"H2014ID02","House","ID",2,2014,0.2272,"Republican","Quite Urban",17,18.12,0.013118708,0.016,0.273,0.136257172,0.814808284,0,0,0.3405,0.6512
"H2014IL01","House","IL",1,2014,-0.4618,"Democrat","Extremely Urban",-28,2758.78,0.524569988,0.019,0.277,0.096561372,0.354554521,0,0,0.7964,0.2618
"H2014IL02","House","IL",2,2014,-0.5705,"Democrat","Extremely Urban",-29,659.6,0.569263518,0.008,0.227,0.127136558,0.304050972,0,0,0.8135,0.2322
"H2014IL03","House","IL",3,2014,-0.2912,"Democrat","Extremely Urban",-5,3005.37,0.052996974,0.044,0.262,0.311366498,0.590615961,0,0,0.5675,0.3152
"H2014IL04","House","IL",4,2014,-0.563,"Democrat","Extremely Urban",-29,13590.33,0.056498729,0.036,0.216,0.705646634,0.208265398,0,0,0.8255,0.17
"H2014IL05","House","IL",5,2014,-0.3261,"Democrat","Extremely Urban",-16,7447.63,0.034947038,0.073,0.529,0.194213673,0.68084866,0,0,0.6748,0.2859
"H2014IL06","House","IL",6,2014,0.3428,"Republican","Extremely Urban",4,1881.87,0.031696275,0.096,0.508,0.097537138,0.77506809,0,0,0.4583,0.5922
"H2014IL07","House","IL",7,2014,-0.702,"Democrat","Extremely Urban",-36,11401.34,0.516391754,0.075,0.394,0.137212634,0.283785791,0,0,0.8808,0.1099
"H2014IL08","House","IL",8,2014,-0.1146,"Democrat","Extremely Urban",-8,3468.33,0.051230587,0.137,0.325,0.282848328,0.541437669,0,0,0.5839,0.4526
"H2014IL09","House","IL",9,2014,-0.3215,"Democrat","Extremely Urban",-15,6766.14,0.09887553,0.131,0.528,0.113089666,0.638881608,0,0,0.6612,0.3367
"H2014IL10","House","IL",10,2014,0.026,"Democrat","Extremely Urban",-8,2377.79,0.075395644,0.109,0.44,0.229710683,0.587648051,0,0,0.5832,0.4937
"H2014IL11","House","IL",11,2014,-0.0692,"Democrat","Extremely Urban",-8,2537.15,0.13137719,0.079,0.35,0.267656386,0.526962211,0,0,0.5874,0.4143
"H2014IL12","House","IL",12,2014,0.1057,"Democrat","Quite Urban",0,142.33,0.181489855,0.012,0.21,0.031997796,0.770452233,0,0,0.5077,0.4274
"H2014IL13","House","IL",13,2014,0.1732,"Republican","Quite Urban",0,123.03,0.126459122,0.04,0.298,0.032512031,0.795715086,0,0,0.4985,0.4655
"H2014IL14","House","IL",14,2014,0.3082,"Republican","Extremely Urban",5,446.18,0.035850059,0.044,0.393,0.113987595,0.801461129,0,0,0.4492,0.5882
"H2014IL15","House","IL",15,2014,0.4984,"Republican","Quite Rural",14,48.5,0.046528019,0.008,0.182,0.025475003,0.915738212,0,0,0.348,0.6861
"H2014IL16","House","IL",16,2014,0.4124,"Republican","Quite Urban",4,90.03,0.04860352,0.016,0.218,0.086766899,0.845779072,0,0,0.4608,0.6181
"H2014IL17","House","IL",17,2014,-0.1093,"Democrat","Quite Urban",-7,102.81,0.127698421,0.014,0.184,0.089537665,0.766816244,0,0,0.5866,0.4672
"H2014IL18","House","IL",18,2014,0.4944,"Republican","",11,67.78,0.043336298,0.028,0.319,0.027761204,0.891557884,0,0,0.3812,0.7416
"H2014IN01","House","IN",1,2014,-0.2501,"Democrat","Extremely Urban",-10,622.65,0.207857877,0.013,0.22,0.147914797,0.633265848,0,0,0.6207,0.3272
"H2014IN02","House","IN",2,2014,0.2065,"Republican","Quite Urban",6,181.99,0.079168111,0.013,0.209,0.090272479,0.808487905,0,0,0.4287,0.4901
"H2014IN03","House","IN",3,2014,0.3906,"Republican","",13,172.33,0.074056536,0.022,0.23,0.058017418,0.843851362,0,0,0.3635,0.6704
"H2014IN04","House","IN",4,2014,0.3374,"Republican","",11,113.41,0.045445405,0.031,0.246,0.058326825,0.865994176,0,0,0.3773,0.6196
"H2014IN05","House","IN",5,2014,0.3439,"Republican","Extremely Urban",9,374.29,0.08778131,0.036,0.439,0.038812332,0.825878594,0,0,0.4145,0.5837
"H2014IN06","House","IN",6,2014,0.3655,"Republican","",12,116.07,0.034576759,0.016,0.204,0.022723582,0.921540135,0,0,0.3818,0.5908
"H2014IN07","House","IN",7,2014,-0.1296,"Democrat","Extremely Urban",-13,2371.06,0.315574884,0.032,0.218,0.109300576,0.547319737,0,0,0.6399,0.3715
"H2014IN08","House","IN",8,2014,0.2449,"Republican","",8,99.29,0.050187409,0.011,0.193,0.020922065,0.908680733,0,0,0.4041,0.5336
"H2014IN09","House","IN",9,2014,0.2851,"Republican","",9,160.57,0.037424311,0.024,0.252,0.03223389,0.901026507,0,0,0.4157,0.5545
"H2014KS01","House","KS",1,2014,0.3594,"Republican","",23,13.58,0.041356824,0.017,0.243,0.15203011,0.777951258,0,0,0.2825,1
"H2014KS02","House","KS",2,2014,0.1842,"Republican","",8,50.43,0.064178854,0.017,0.274,0.06275662,0.832726307,0,0,0.4303,0.5701
"H2014KS03","House","KS",3,2014,0.2004,"Republican","Extremely Urban",6,942.01,0.101624012,0.048,0.451,0.115913719,0.727687445,0,0,0.4516,0.6845
"H2014KS04","House","KS",4,2014,0.3332,"Republican","Quite Urban",14,49.83,0.082601398,0.033,0.283,0.118254796,0.745170461,0,0,0.3695,0.6222
"H2014KY01","House","KY",1,2014,0.4624,"Republican","Extremely Rural",18,59.87,0.08235766,0.007,0.155,0.027396122,0.882219737,0,0,0.3259,0.6963
"H2014KY02","House","KY",2,2014,0.3838,"Republican","Quite Rural",16,100.75,0.068547696,0.016,0.189,0.032853357,0.877990658,0,0,0.3567,0.643
"H2014KY03","House","KY",3,2014,-0.2792,"Democrat","Extremely Urban",-4,2264.58,0.234250844,0.028,0.31,0.048225742,0.692602771,0,0,0.5655,0.3454
"H2014KY04","House","KY",4,2014,0.3546,"Republican","",16,165.09,0.043367967,0.012,0.255,0.030228358,0.904239209,0,0,0.3544,0.6213
"H2014KY05","House","KY",5,2014,0.565,"Republican","Extremely Rural",25,64.37,0.017455099,0.004,0.116,0.0094093,0.960431156,0,0,0.2363,0.779
"H2014KY06","House","KY",6,2014,0.1998,"Republican","Quite Urban",9,168.47,0.103170291,0.02,0.306,0.045856386,0.827220068,0,0,0.4306,0.5057
"H2014LA01","House","LA",1,2014,0.6741,"Republican","Extremely Urban",26,187.44,0.138426363,0.024,0.291,0.089188814,0.741075155,0,0,0.2751,0.7518
"H2014LA02","House","LA",2,2014,-1,"Democrat","Extremely Urban",-23,595.62,0.633115172,0.025,0.224,0.057026278,0.278317247,1,0,0.7688,0.1745
"H2014LA03","House","LA",3,2014,1,"Republican","Quite Urban",19,108.2,0.262052327,0.015,0.204,0.035061795,0.684854763,0,1,0.3283,1
"H2014LA04","House","LA",4,2014,1,"Republican","",13,60.76,0.346399903,0.01,0.186,0.039741386,0.593302182,0,1,0.4022,0.753
"H2014LA05","House","LA",5,2014,0.2844,"Open Seat","Quite Rural",15,52.28,0.363235176,0.007,0.172,0.021886226,0.599297735,0,0,0.382,0.7783
"H2014LA06","House","LA",6,2014,0.2486,"Open Seat","Quite Urban",21,187.31,0.25096032,0.022,0.291,0.041614041,0.678694489,0,0,0.3262,0.7941
"H2014MA01","House","MA",1,2014,-1,"Democrat","Quite Urban",-13,309.54,0.077086717,0.021,0.287,0.164865017,0.744387745,1,0,0.6511,0
"H2014MA02","House","MA",2,2014,-1,"Democrat","Quite Urban",-8,446.88,0.065519266,0.057,0.368,0.091789439,0.794096464,1,0,0.5996,0
"H2014MA03","House","MA",3,2014,-0.249,"Democrat","Extremely Urban",-6,959.96,0.049175106,0.083,0.37,0.184948921,0.695509145,0,0,0.5788,0.3264
"H2014MA04","House","MA",4,2014,-1,"Democrat","Extremely Urban",-6,1088.65,0.038755223,0.063,0.487,0.039090574,0.850574389,1,0,0.5803,0.3482
"H2014MA05","House","MA",5,2014,-1,"Democrat","Extremely Urban",-14,2744.51,0.063816339,0.118,0.541,0.087100185,0.744213032,1,0,0.6633,0.2277
"H2014MA06","House","MA",6,2014,-0.135,"Open Seat","Extremely Urban",-4,1381.03,0.043824285,0.043,0.429,0.079925559,0.82870762,0,0,0.5548,0.453
"H2014MA07","House","MA",7,2014,-1,"Democrat","Extremely Urban",-31,11608.65,0.296977311,0.104,0.43,0.205110684,0.430812636,1,0,0.841,0
"H2014MA08","House","MA",8,2014,-1,"Democrat","Extremely Urban",-6,2229.11,0.108828887,0.083,0.442,0.054664087,0.756557045,1,0,0.5862,0.2213
"H2014MA09","House","MA",9,2014,-0.0962,"Democrat","Extremely Urban",-5,598.91,0.037959844,0.015,0.343,0.051335838,0.878669039,0,0,0.5629,0.3021
"H2014MD01","House","MD",1,2014,0.4093,"Republican","",14,181.7,0.129401088,0.023,0.303,0.036497623,0.805525925,0,0,0.3853,0.6342
"H2014MD02","House","MD",2,2014,-0.2546,"Democrat","Extremely Urban",-10,2073.63,0.354049176,0.053,0.294,0.064934626,0.525412174,0,0,0.6418,0.3111
"H2014MD03","House","MD",3,2014,-0.1925,"Democrat","Extremely Urban",-9,2367.64,0.245858997,0.075,0.468,0.081718117,0.610550867,0,0,0.6196,0.2956
"H2014MD04","House","MD",4,2014,-0.4192,"Democrat","Extremely Urban",-26,2417.87,0.540577888,0.031,0.313,0.156738266,0.268538996,0,0,0.7909,0.2072
"H2014MD05","House","MD",5,2014,-0.2831,"Democrat","Quite Urban",-14,486.4,0.398940355,0.042,0.339,0.076978952,0.477897854,0,0,0.6721,0.2771
"H2014MD06","House","MD",6,2014,-0.0145,"Democrat","Extremely Urban",-4,373.51,0.14769721,0.111,0.416,0.126470357,0.608628781,0,0,0.5653,0.379
"H2014MD07","House","MD",7,2014,-0.4293,"Democrat","Extremely Urban",-24,1468.89,0.553133726,0.075,0.374,0.038325205,0.337486822,0,0,0.7716,0.2082
"H2014MD08","House","MD",8,2014,-0.2171,"Democrat","Extremely Urban",-11,839.12,0.128820151,0.094,0.541,0.146796077,0.619238013,0,0,0.632,0.3293
"H2014ME01","House","ME",1,2014,-0.2855,"Democrat","Quite Rural",-9,202.15,0.020476153,0.016,0.362,0.016185362,0.934030004,0,0,0.6094,0.3374
"H2014ME02","House","ME",2,2014,0.05,"Open Seat","Extremely Rural",-2,24.1,0.012117284,0.007,0.223,0.012562128,0.944296429,0,0,0.5437,0.3999
"H2014MI01","House","MI",1,2014,0.0686,"Republican","Extremely Rural",5,28.21,0.02306621,0.007,0.239,0.016483661,0.910418715,0,0,0.458,0.4814
"H2014MI02","House","MI",2,2014,0.3038,"Republican","Quite Urban",7,215.16,0.07406652,0.023,0.256,0.094041057,0.803980957,0,0,0.4349,0.6116
"H2014MI03","House","MI",3,2014,0.189,"Republican","Quite Urban",4,268.56,0.105781779,0.021,0.29,0.068582222,0.797282204,0,0,0.4631,0.5262
"H2014MI04","House","MI",4,2014,0.174,"Open Seat","Extremely Rural",5,83.47,0.027555758,0.01,0.209,0.03014968,0.91415136,0,0,0.4596,0.6307
"H2014MI05","House","MI",5,2014,-0.3555,"Democrat","Quite Urban",-10,300.58,0.190904945,0.01,0.193,0.048084602,0.743093631,0,0,0.6131,0.3148
"H2014MI06","House","MI",6,2014,0.1551,"Republican","",1,199.05,0.101382256,0.016,0.266,0.05705864,0.813604967,0,0,0.4929,0.5459
"H2014MI07","House","MI",7,2014,0.1228,"Republican","",3,166.99,0.053403102,0.01,0.224,0.042461179,0.883537042,0,0,0.4843,0.5334
"H2014MI08","House","MI",8,2014,0.1254,"Open Seat","Quite Urban",2,469.65,0.070882432,0.047,0.383,0.049843468,0.82995572,0,0,0.4844,0.586
"H2014MI09","House","MI",9,2014,-0.243,"Democrat","Extremely Urban",-6,3845.39,0.139596537,0.045,0.294,0.020834755,0.790735434,0,0,0.5772,0.3402
"H2014MI10","House","MI",10,2014,0.3932,"Republican","",6,170.51,0.033626236,0.017,0.23,0.030884916,0.90681838,0,0,0.4414,0.688
"H2014MI11","House","MI",11,2014,0.1543,"Open Seat","Extremely Urban",4,1683.86,0.059226964,0.103,0.457,0.033662561,0.803657131,0,0,0.4728,0.5076
"H2014MI12","House","MI",12,2014,-0.3369,"Open Seat","Extremely Urban",-15,1750.88,0.119523033,0.057,0.334,0.056235399,0.760302427,0,0,0.6687,0.2897
"H2014MI13","House","MI",13,2014,-0.6318,"Democrat","Extremely Urban",-34,3819.17,0.569715619,0.015,0.139,0.069445103,0.335234005,0,0,0.8563,0.1364
"H2014MI14","House","MI",14,2014,-0.5812,"Open Seat","Extremely Urban",-29,3801.08,0.592279613,0.05,0.303,0.046888214,0.314011741,0,0,0.8133,0.1563
"H2014MN01","House","MN",1,2014,-0.0852,"Democrat","",1,55.37,0.033784557,0.028,0.268,0.059999771,0.874654193,0,0,0.5072,0.4233
"H2014MN02","House","MN",2,2014,0.1717,"Republican","Extremely Urban",2,271.95,0.054201357,0.048,0.378,0.055898633,0.830257122,0,0,0.5005,0.5401
"H2014MN03","House","MN",3,2014,0.2436,"Republican","Extremely Urban",2,1257.93,0.081007436,0.074,0.478,0.041128233,0.798133681,0,0,0.5041,0.581
"H2014MN04","House","MN",4,2014,-0.2829,"Democrat","Extremely Urban",-11,1994.01,0.115109794,0.125,0.426,0.064823031,0.691660667,0,0,0.6378,0.3151
"H2014MN05","House","MN",5,2014,-0.4682,"Democrat","Extremely Urban",-22,4887.15,0.179500014,0.062,0.435,0.092729166,0.637817192,0,0,0.7538,0.2522
"H2014MN06","House","MN",6,2014,0.179,"Open Seat","Quite Urban",10,230.03,0.035037488,0.024,0.3,0.026204683,0.906504047,0,0,0.4235,0.5047
"H2014MN07","House","MN",7,2014,-0.0855,"Democrat","Extremely Rural",6,19.83,0.016119614,0.009,0.213,0.041666865,0.901157107,0,0,0.45,0.3485
"H2014MN08","House","MN",8,2014,-0.014,"Democrat","Quite Rural",-1,23.76,0.017093673,0.008,0.229,0.014657617,0.922148969,0,0,0.5281,0.4539
"H2014MO01","House","MO",1,2014,-0.5141,"Democrat","Extremely Urban",-28,3321.87,0.508295715,0.031,0.31,0.029224515,0.421443816,0,0,0.8087,0.1786
"H2014MO02","House","MO",2,2014,0.315,"Republican","Extremely Urban",8,1607.3,0.043136198,0.047,0.48,0.028650243,0.872194923,0,0,0.4203,0.6008
"H2014MO03","House","MO",3,2014,0.4118,"Republican","",13,109.26,0.042870834,0.01,0.238,0.023085605,0.916662613,0,0,0.368,0.6349
"H2014MO04","House","MO",4,2014,0.4172,"Republican","Quite Rural",13,51.98,0.060095474,0.017,0.241,0.034978777,0.873109318,0,0,0.373,0.6031
"H2014MO05","House","MO",5,2014,-0.0663,"Democrat","Extremely Urban",-9,308.73,0.234838739,0.021,0.264,0.086276069,0.655393057,0,0,0.5992,0.3691
"H2014MO06","House","MO",6,2014,0.3715,"Republican","",12,41.14,0.054788984,0.013,0.265,0.038957782,0.880268438,0,0,0.3871,0.65
"H2014MO07","House","MO",7,2014,0.3462,"Republican","",19,119.34,0.027276669,0.014,0.229,0.047135051,0.890006925,0,0,0.3095,0.6387
"H2014MO08","House","MO",8,2014,0.4233,"Republican","Quite Rural",17,37.62,0.055735238,0.007,0.162,0.017278127,0.912335776,0,0,0.3269,0.7193
"H2014MS01","House","MS",1,2014,0.3898,"Republican","Quite Rural",16,70.16,0.281734943,0.007,0.192,0.029235294,0.676948784,0,0,0.3741,0.6041
"H2014MS02","House","MS",2,2014,-1,"Democrat","",-13,47.7,0.66249764,0.005,0.188,0.019962635,0.314968209,1,0,0.668,0.3096
"H2014MS03","House","MS",3,2014,0.4096,"Republican","Quite Rural",14,58.16,0.357892066,0.011,0.252,0.021000583,0.600584808,0,0,0.3946,0.8002
"H2014MS04","House","MS",4,2014,0.4558,"Republican","",21,92.21,0.248543143,0.015,0.209,0.037014022,0.691903932,0,0,0.3158,0.6411
"H2014MT00","House","MT",0,2014,0.15,"Open Seat","",7,6.8,0.008108422,0.006319896,0.293,0.033277363,0.870375752,0,0,0.4295,0.5325
"H2014NC01","House","NC",1,2014,-0.4676,"Democrat","",-19,133.5,0.553525567,0.021,0.196,0.078751907,0.340362759,0,0,0.7163,0.2286
"H2014NC02","House","NC",2,2014,0.1766,"Republican","",10,225.92,0.18544355,0.019,0.299,0.113956973,0.651498104,0,0,0.4212,0.559
"H2014NC03","House","NC",3,2014,0.3562,"Republican","",11,93.92,0.201537117,0.016,0.229,0.077196375,0.704872845,0,0,0.4141,0.6311
"H2014NC04","House","NC",4,2014,-0.495,"Democrat","Extremely Urban",-20,701.68,0.325168669,0.087,0.41,0.118464194,0.484845414,0,0,0.7227,0.2553
"H2014NC05","House","NC",5,2014,0.2204,"Republican","",11,205.35,0.136231676,0.016,0.26,0.085317761,0.760171223,0,0,0.4024,0.5754
"H2014NC06","House","NC",6,2014,0.1734,"Open Seat","",10,199.62,0.167006463,0.018,0.283,0.069343038,0.734646315,0,0,0.4172,0.6092
"H2014NC07","House","NC",7,2014,0.2224,"Open Seat","Quite Rural",12,119.04,0.18564491,0.009,0.237,0.093290664,0.687060351,0,0,0.4026,0.499
"H2014NC08","House","NC",8,2014,0.2972,"Republican","",11,162.54,0.197107345,0.025,0.182,0.088850886,0.628145856,0,0,0.4137,0.5316
"H2014NC09","House","NC",9,2014,1,"Republican","Extremely Urban",8,855.96,0.139217705,0.028,0.493,0.081544049,0.732439045,0,1,0.4323,0.5178
"H2014NC10","House","NC",10,2014,0.2204,"Republican","",11,284.84,0.128314868,0.017,0.234,0.060864531,0.789798751,0,0,0.4135,0.5699
"H2014NC11","House","NC",11,2014,0.258,"Republican","Quite Rural",13,107.26,0.041821983,0.012,0.238,0.056471609,0.867966061,0,0,0.383,0.5742
"H2014NC12","House","NC",12,2014,-0.507,"Open Seat","Extremely Urban",-26,1334.46,0.529358625,0.058,0.246,0.142540932,0.27739954,0,0,0.7905,0.2037
"H2014NC13","House","NC",13,2014,0.1462,"Republican","Quite Urban",8,321.63,0.186986238,0.035,0.404,0.083711207,0.695312001,0,0,0.4414,0.568
"H2014ND00","House","ND",0,2014,0.1706,"Republican","",10,9.75,0.023247808,0.028,0.274,0.026127163,0.873862479,0,0,0.3986,0.5487
"H2014NE01","House","NE",1,2014,0.3764,"Republican","Quite Urban",10,68.56,0.039069094,0.027,0.3,0.081815593,0.837782328,0,0,0.4155,0.6829
"H2014NE02","House","NE",2,2014,-0.0333,"Republican","Extremely Urban",4,1194.3,0.112055823,0.034,0.377,0.10791707,0.739389488,0,0,0.4635,0.508
"H2014NE03","House","NE",3,2014,0.5078,"Republican","Quite Rural",23,9.03,0.015059464,0.008,0.207,0.109320641,0.853823991,0,0,0.2837,0.7417
"H2014NH01","House","NH",1,2014,0.036,"Democrat","Quite Urban",1,267.18,0.021680282,0.026,0.36,0.032396957,0.913994985,0,0,0.5081,0.4599
"H2014NH02","House","NH",2,2014,-0.1,"Democrat","Quite Rural",-3,101.44,0.018070068,0.029,0.34,0.03118388,0.913090444,0,0,0.5491,0.4534
"H2014NJ01","House","NJ",1,2014,-0.18,"Open Seat","Extremely Urban",-13,2093.19,0.190702558,0.052,0.304,0.129646093,0.640522921,0,0,0.6582,0.2997
